,UBIGEO,P1$01,P1$02,P1$03,P1$04,P1$05,P1$06,P1$07,P1$08,P1$09,P1$10,P1$11,P1$12,P1$13,P1$14,P1$15,P1$16,P1$17,P1$18,P1$19,P1$20,P1$21,P2A1$1,P2A1$2,P2A1$3,P2A1$4,P507,P207,P208A,P301A,Region,REGION
9899,200115,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3,3,4,3,2,2,38,4,20,PIURA
9900,200115,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3,5,5,3,8,2,32,9,20,PIURA
9901,200115,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,8,2,35,6,20,PIURA
9902,200101,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3,3,3,3,8,2,27,10,20,PIURA
9903,200101,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3,3,3,3,8,1,77,6,20,PIURA
9904,200101,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,2,50,8,20,PIURA
9905,200101,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,4,4,2,2,42,5,20,PIURA
9906,200101,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3,3,3,3,8,1,64,10,20,PIURA
9907,200101,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3,4,4,8,2,65,8,20,PIURA
9908,200101,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3,3,3,3,3,1,36,10,20,PIURA
9909,200101,2.5,2.5,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.5,2.0,2.0,2.0,1.0,4,3,2,2,2,2,55,3,20,PIURA
9910,200101,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3,3,3,3,3,1,43,8,20,PIURA
9911,200101,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2,3,3,3,2,1,55,8,20,PIURA
9912,200101,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3,3,3,3,3,2,18,6,20,PIURA
9913,200101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,32,6,20,PIURA
9914,200805,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.5,2.5,2.5,2.5,3,2,5,2,5,2,66,4,20,PIURA
9915,200805,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.5,3.0,2.5,1.0,2.5,3,5,2,2,2,2,43,6,20,PIURA
9916,200805,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,3,3,3,2,1,1,37,6,20,PIURA
9917,200805,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,2.5,3,3,3,2,4,1,23,8,20,PIURA
9918,200805,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3,3,2,2,2,2,28,5,20,PIURA
9919,200805,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3,2,2,2,3,2,52,8,20,PIURA
9920,200114,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.5,4.0,5,2,2,2,8,2,30,6,20,PIURA
9921,200114,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.5,2.5,2.5,2.5,2.5,3,5,5,3,2,2,69,3,20,PIURA
9922,200114,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.5,3.0,2.5,3,2,2,2,2,2,60,3,20,PIURA
9923,200114,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2,2,2,2,4,1,50,5,20,PIURA
9924,200114,2.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2,3,3,3,2,1,59,5,20,PIURA
9925,200114,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2,5,5,2,4,1,32,8,20,PIURA
9926,200701,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3,3,2,3,8,2,70,8,20,PIURA
9927,200701,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,3,2,51,11,20,PIURA
9928,200701,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2,2,2,2,3,1,29,6,20,PIURA
9929,200701,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,3,2,37,8,20,PIURA
9930,200701,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3,3,3,3,8,1,78,6,20,PIURA
9931,200105,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,1,2,57,5,20,PIURA
9932,200105,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,3,2,22,8,20,PIURA
9933,200105,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,2,2,3,2,22,8,20,PIURA
9934,200105,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4,4,4,4,3,2,19,6,20,PIURA
9935,200105,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3,3,3,2,3,2,45,8,20,PIURA
9936,200606,2.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,5,5,2,2,4,1,49,4,20,PIURA
9937,200606,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3,3,3,3,2,1,46,4,20,PIURA
9938,200606,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3,5,5,2,2,2,40,7,20,PIURA
9939,200606,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.5,1.0,3,5,3,3,4,1,38,4,20,PIURA
9940,200606,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3,3,3,2,4,1,57,6,20,PIURA
9941,200606,2.5,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.5,1.0,2.5,1.0,1.0,3,3,2,2,4,1,41,4,20,PIURA
9942,200701,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3,3,2,2,8,2,25,10,20,PIURA
9943,200701,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,2,1,40,4,20,PIURA
9944,200701,2.5,2.5,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,3,3,2,2,2,2,62,1,20,PIURA
9945,200701,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.5,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5,5,2,2,8,2,31,5,20,PIURA
9946,200701,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3,3,2,2,2,1,50,5,20,PIURA
9947,200603,2.0,2.0,3.0,2.0,2.0,2.5,2.0,2.5,2.5,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.5,2.0,2.5,2.0,2.5,3,5,5,5,2,2,56,4,20,PIURA
9948,200603,2.5,2.5,3.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,2.5,2.0,2.5,2,5,2,2,1,2,62,1,20,PIURA
9949,200603,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,3,3,2,2,2,1,56,6,20,PIURA
9950,200603,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3,3,3,3,4,1,42,5,20,PIURA
9951,200603,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.5,1.0,2.5,2.5,2.5,3,5,3,3,5,2,62,3,20,PIURA
9952,200603,2.5,2.5,3.0,2.5,4.0,1.0,2.5,2.5,1.0,2.5,2.5,4.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,3,5,3,3,2,2,75,1,20,PIURA
9953,200601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,4,1,49,3,20,PIURA
9954,200601,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,4,4,3,3,8,2,23,8,20,PIURA
9955,200601,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3,3,3,3,6,2,33,3,20,PIURA
9956,200601,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,4,1,43,6,20,PIURA
9957,200601,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,4,2,58,4,20,PIURA
9958,200601,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,3,3,8,2,31,6,20,PIURA
9959,200401,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,3,8,2,26,6,20,PIURA
9960,200401,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,8,1,23,6,20,PIURA
9961,200401,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3,3,3,3,8,1,27,9,20,PIURA
9962,200401,2.5,2.5,3.0,2.5,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,3,3,3,3,4,1,60,1,20,PIURA
9963,200401,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3,3,3,3,8,2,49,6,20,PIURA
9964,200803,2.5,2.5,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.5,2.5,1.0,1.0,2.5,2.0,1.0,2.5,2.5,2.5,2.5,2.5,3,3,5,5,6,2,51,6,20,PIURA
9965,200803,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.5,3.0,1.0,4,2,2,3,5,2,59,4,20,PIURA
9966,200803,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4,3,2,3,4,1,63,6,20,PIURA
9967,200803,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2,2,2,2,3,2,59,8,20,PIURA
9968,200501,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,2,56,4,20,PIURA
9969,200501,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3,3,3,4,8,1,19,9,20,PIURA
9970,200501,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3,5,3,3,2,2,37,7,20,PIURA
9971,200501,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,39,3,20,PIURA
9972,200501,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2,1,1,1,2,2,24,6,20,PIURA
9973,200409,2.5,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.5,2.0,1.0,2.0,4.0,2.5,2.5,2.5,2.5,2.5,3,2,2,3,5,2,77,3,20,PIURA
9974,200409,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3,2,2,2,1,47,4,20,PIURA
9975,200409,2.5,2.5,2.5,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.5,1.0,2.5,3.0,4.0,2.5,2.5,2.5,2.5,2.5,3,2,5,2,5,2,44,3,20,PIURA
9976,200409,2.5,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,4.0,4.0,2.5,2.5,2.5,2.5,2.5,3,3,3,2,5,2,59,3,20,PIURA
9977,200409,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.5,4.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,2,2,2,2,2,48,3,20,PIURA
9978,200409,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3,3,3,3,8,2,23,4,20,PIURA
9979,200409,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3,3,3,3,2,1,37,3,20,PIURA
9980,200409,1.0,1.0,2.5,4.0,4.0,1.0,1.0,4.0,4.0,4.0,2.5,2.5,1.0,4.0,2.0,1.0,1.0,2.5,1.0,1.0,4.0,3,1,3,2,5,2,48,3,20,PIURA
9981,200114,2.5,2.5,3.0,2.5,2.0,2.0,3.0,2.5,2.0,3.0,2.5,2.0,2.0,2.0,2.0,2.0,2.5,2.5,2.5,2.0,2.5,4,5,5,2,5,2,49,3,20,PIURA
9982,200114,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,2.5,2.0,1.0,2,1,5,1,2,2,42,6,20,PIURA
9983,200114,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,3,2,23,10,20,PIURA
9984,200114,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,3,2,2,3,5,1,22,4,20,PIURA
9985,200114,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,2.5,1.0,2.5,2.0,2.5,2,2,2,2,2,1,57,3,20,PIURA
9986,200114,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,3,3,3,3,1,43,6,20,PIURA
9987,200114,2.5,2.5,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,2.5,2.0,2.5,3.0,2.5,3,5,5,2,4,1,52,5,20,PIURA
9988,200114,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,2.5,2.5,2.5,5,5,5,5,1,1,78,3,20,PIURA
9989,200805,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2,2,5,3,2,1,29,6,20,PIURA
9990,200805,2.5,2.5,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,3,2,2,2,8,2,80,3,20,PIURA
9991,200805,2.5,2.5,2.5,3.0,3.0,3.0,3.0,2.5,2.5,3.0,2.5,2.5,2.5,2.5,2.0,3.0,2.5,2.5,2.5,2.5,2.5,2,2,2,2,2,2,66,3,20,PIURA
9992,200805,2.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.5,2.5,2.5,2,2,3,2,8,2,19,7,20,PIURA
9993,200805,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3,3,3,3,8,2,18,9,20,PIURA
9994,200805,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,3,3,2,1,75,3,20,PIURA
9995,200805,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4,4,4,2,4,1,47,3,20,PIURA
9996,200403,2.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,2.5,2.5,2.5,2.0,2.0,3,3,3,3,2,1,83,6,20,PIURA
9997,200403,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.5,1.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,2.5,5,2,5,5,2,2,81,3,20,PIURA
9998,200403,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2,3,3,3,3,2,18,6,20,PIURA
9999,200403,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4,1,1,1,4,1,45,4,20,PIURA
10000,200403,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3,3,2,2,2,2,64,4,20,PIURA
10001,200403,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2,2,2,2,2,1,52,5,20,PIURA
10002,210101,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,3,3,3,3,1,35,8,21,PUNO
10003,210101,2.0,2.0,3.0,2.5,2.5,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5,5,5,5,8,2,80,7,21,PUNO
10004,210101,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.5,3.0,2.5,2.5,2.5,4,5,5,5,4,1,35,6,21,PUNO
10005,210101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,2,2,66,4,21,PUNO
10006,210101,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,3.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,8,2,70,3,21,PUNO
10007,210101,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,2,2,3,2,31,8,21,PUNO
10008,210101,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4,5,5,5,6,2,46,6,21,PUNO
10009,211101,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4,2,3,3,2,2,27,10,21,PUNO
10010,210501,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3,2,3,3,2,1,37,6,21,PUNO
10011,210501,2.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3,4,5,5,8,2,35,7,21,PUNO
10012,210501,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4,3,5,5,2,2,34,6,21,PUNO
10013,210501,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,2,2,2,8,2,26,8,21,PUNO
10014,210501,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,3,3,2,2,41,6,21,PUNO
10015,210402,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,2,2,46,8,21,PUNO
10016,210402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,1.0,1.0,1.0,4,4,4,4,2,2,65,3,21,PUNO
10017,210209,2.5,2.5,2.5,2.5,2.5,1.0,1.0,2.5,2.5,2.5,2.5,1.0,1.0,2.5,2.0,2.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,2,2,80,1,21,PUNO
10018,210209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,2,40,4,21,PUNO
10019,210209,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,2,2,38,6,21,PUNO
10020,210209,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,7,2,22,5,21,PUNO
